restaurant_id,restaurant_name,country,city,awards,popularity_detailed,top_tags,price_level,price_range,cuisines,special_diets,vegetarian_friendly,vegan_options,gluten_free,avg_rating,total_reviews_count,food,service,value,atmosphere,keywords
g1096223-d2055327,Cafe Cire,Denmark,Valby,NA,#18 of 62 Restaurants in Valby,"Mid-range, Cafe, International, European",€€-€€€,€60-€150,"Cafe, Danish, International, European",Vegetarian Friendly,Y,N,N,3.5,128,3.5,3.5,3.5,3.5,NA
g1096223-d21235279,Naan Point,Denmark,Valby,NA,#44 of 62 Restaurants in Valby,"Mid-range, Indian, Asian, Middle Eastern",€€-€€€,€7-€14,"Indian, Asian, Middle Eastern, Pakistani, Bangladeshi",NA,N,N,N,5,1,NA,NA,NA,NA,NA
g1096223-d21377379,Ep's Takeaway,Denmark,Valby,NA,NA,"Moroccan, International, Mediterranean, Street Food",NA,€41-€99,"Moroccan, International, Mediterranean, Street Food",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1096223-d2271506,L'Orange Kebab House,Denmark,Valby,NA,#24 of 62 Restaurants in Valby,"Mid-range, Cafe, European, Turkish",€€-€€€,€67-€125,"Cafe, European, Danish, Turkish, Middle Eastern",NA,N,N,N,3.5,46,3.5,3.5,3,3.5,NA
g1096223-d23100341,Nam Nam - Vietnamese Street Food,Denmark,Valby,NA,#31 of 62 Restaurants in Valby,"Mid-range, Vietnamese",€€-€€€,NA,Vietnamese,NA,N,N,N,5,2,NA,NA,NA,NA,NA
g1096223-d2521020,Cafe Sommerfuglen,Denmark,Valby,NA,#7 of 62 Restaurants in Valby,"Mid-range, Mexican, Cafe, European",€€-€€€,€83-€166,"Cafe, European, Mexican, Danish",NA,N,N,N,4,63,4,4,4,4,NA
g1096223-d3410147,Punjab,Denmark,Valby,NA,#6 of 62 Restaurants in Valby,"Mid-range, Indian, Asian, Vegetarian Friendly",€€-€€€,NA,"Indian, Asian","Vegetarian Friendly, Vegan Options, Halal",Y,Y,N,3.5,142,4,3.5,4,3.5,"indian restaurants in copenhagen, plenty of choice, nice indian food, god, dish"
g1096223-d3435026,Restaurant Fy & Bi,Denmark,Valby,NA,#22 of 62 Restaurants in Valby,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"Scandinavian, Danish, European",NA,N,N,N,3.5,56,3.5,3.5,3.5,4,NA
g1096223-d3444296,Café Asta,Denmark,Valby,NA,#36 of 62 Restaurants in Valby,"Mid-range, Cafe",€€-€€€,NA,Cafe,NA,N,N,N,3.5,49,3.5,3.5,3.5,4,NA
g1096223-d3975362,Royal Indian Restaurant & Take Away,Denmark,Valby,NA,#12 of 62 Restaurants in Valby,"Mid-range, Indian, Asian, Vegetarian Friendly",€€-€€€,NA,"Indian, Asian","Vegetarian Friendly, Vegan Options",Y,Y,N,3.5,72,3.5,3,3.5,3,NA
g1096223-d4044477,Frenchchicken,Denmark,Valby,NA,#15 of 62 Restaurants in Valby,"Cheap Eats, French",€,NA,French,NA,N,N,N,4.5,11,NA,NA,NA,NA,NA
g1096223-d4167449,Saigon,Denmark,Valby,NA,#19 of 62 Restaurants in Valby,"Cheap Eats, Vietnamese",€,NA,Vietnamese,NA,N,N,N,4,25,4,3.5,4,NA,NA
g1096223-d4495426,Buffalo Pizza,Denmark,Valby,NA,#23 of 62 Restaurants in Valby,"Cheap Eats, Italian",€,NA,Italian,NA,N,N,N,4,20,NA,NA,NA,NA,NA
g1096223-d4544629,Hjem sushi,Denmark,Valby,NA,#17 of 62 Restaurants in Valby,"Mid-range, Japanese, Sushi",€€-€€€,NA,"Japanese, Sushi",NA,N,N,N,4,18,4.5,4,4.5,NA,NA
g1096223-d4802217,Kaffebar,Denmark,Valby,NA,#42 of 62 Restaurants in Valby,Cafe,NA,NA,Cafe,NA,N,N,N,4.5,4,NA,NA,NA,NA,NA
g1096223-d7281429,Sticks'n'Sushi,Denmark,Valby,"Certificate of Excellence 2017, Certificate of Excellence 2014",#1 of 62 Restaurants in Valby,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€34-€74,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4,226,4.5,4,4,4,NA
g1096223-d7292265,Coffee Empire,Denmark,Valby,NA,#1 of 1 Coffee & Tea in Valby,Cafe,NA,NA,Cafe,NA,N,N,N,4.5,12,NA,NA,NA,NA,NA
g1096223-d7372036,Halifax Valby,Denmark,Valby,Certificate of Excellence 2016,#2 of 62 Restaurants in Valby,"Mid-range, American, Fast food, Vegetarian Friendly",€€-€€€,NA,"American, Fast food","Vegetarian Friendly, Vegan Options",Y,Y,N,4,135,4,4,3.5,NA,NA
g1096223-d798960,Cafe Phenix,Denmark,Valby,NA,#14 of 62 Restaurants in Valby,"Mid-range, Cafe, European, Vegetarian Friendly",€€-€€€,NA,"Cafe, European",Vegetarian Friendly,Y,N,N,3.5,133,4,3.5,3.5,4,NA
g1096223-d8466883,Kashmir,Denmark,Valby,NA,#54 of 62 Restaurants in Valby,"Mid-range, Indian, Pakistani",€€-€€€,€5-€17,"Indian, Pakistani",NA,N,N,N,3,5,NA,NA,NA,NA,NA
g1096223-d8512900,Sushi point,Denmark,Valby,NA,NA,Sushi,NA,NA,Sushi,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1096223-d8655215,Avanti,Denmark,Valby,NA,#5 of 62 Restaurants in Valby,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,NA,"Italian, Pizza, European, Mediterranean",NA,N,N,N,4,65,3.5,4,4,NA,NA
g1096223-d8757540,Khayam Den Persiske Restaurant,Denmark,Valby,NA,#9 of 62 Restaurants in Valby,"Cheap Eats, Middle Eastern, Persian, Vegetarian Friendly",€,NA,"Middle Eastern, Persian",Vegetarian Friendly,Y,N,N,4,53,4,4,4,NA,NA
g1096223-d9451751,Mucoo Tasty Souvlaki,Denmark,Valby,NA,#62 of 62 Restaurants in Valby,"Cheap Eats, Greek",€,€1-€5,Greek,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1096223-d9562654,Bone's Restaurant (Valby),Denmark,Valby,NA,#13 of 62 Restaurants in Valby,"Mid-range, American, Diner",€€-€€€,NA,"American, Diner",NA,N,N,N,3.5,59,3.5,3.5,3,NA,NA
g1096223-d9565866,Royala Masala,Denmark,Valby,NA,#27 of 62 Restaurants in Valby,Indian,NA,NA,Indian,NA,N,N,N,4.5,7,NA,NA,NA,NA,NA
g1096223-d9702830,Ai Sushi,Denmark,Valby,NA,#4 of 62 Restaurants in Valby,Japanese,NA,NA,Japanese,NA,N,N,N,5,19,NA,NA,NA,NA,"sushi, super friendly owner, spicy, tasty, menu"
g1096223-d9737004,Ristorante Garda ApS,Denmark,Valby,Certificate of Excellence 2016,#8 of 62 Restaurants in Valby,"Mid-range, Italian",€€-€€€,NA,Italian,NA,N,N,N,4.5,71,4.5,4.5,4.5,4.5,NA
g1096223-d9812287,Wild Kiwi Pies,Denmark,Valby,NA,#3 of 62 Restaurants in Valby,"Cheap Eats, Cafe, New Zealand, Vegetarian Friendly",€,€3-€7,"New Zealand, Cafe",Vegetarian Friendly,Y,N,N,4.5,40,4.5,5,4.5,NA,"pies, nz, meat, dk, grown"
g1096223-d9822516,Snabel B,Denmark,Valby,NA,#30 of 62 Restaurants in Valby,Cheap Eats,€,NA,NA,NA,N,N,N,4,13,NA,3.5,4,NA,NA
g1096225-d12503707,Bodils Landkokken,Denmark,Viby,NA,#1 of 2 Restaurants in Viby,Cafe,NA,NA,Cafe,NA,N,N,N,4,18,4.5,4,4,NA,NA
g1096225-d3440948,Viby Kro Restaurant,Denmark,Viby,NA,#2 of 2 Restaurants in Viby,NA,NA,NA,NA,NA,N,N,N,3.5,5,NA,NA,NA,NA,NA
g1102339-d10395999,Laesofaergens Bistro,Denmark,Laesoe Island,NA,#14 of 21 Restaurants in Laesoe Island,American,NA,NA,American,NA,N,N,N,4,4,NA,NA,NA,NA,NA
g1102339-d10547263,Kong Knuts,Denmark,Laesoe Island,NA,#12 of 21 Restaurants in Laesoe Island,NA,NA,NA,NA,NA,N,N,N,5,5,NA,NA,NA,NA,NA
g1102339-d10595025,Laeso Bryghus,Denmark,Laesoe Island,NA,#19 of 21 Restaurants in Laesoe Island,NA,NA,NA,NA,NA,N,N,N,3,10,NA,NA,NA,NA,NA
g1102339-d1125060,Strandgaarden Badehotel Restaurant,Denmark,Laesoe Island,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2012",#1 of 21 Restaurants in Laesoe Island,"Fine Dining, Seafood, European, Scandinavian",€€€€,€50-€75,"European, Danish, Seafood, Scandinavian",NA,N,N,N,4.5,126,4.5,4.5,4.5,4.5,NA
g1102339-d12988473,Thorsenfisk,Denmark,Laesoe Island,NA,#11 of 21 Restaurants in Laesoe Island,Seafood,NA,NA,Seafood,NA,N,N,N,5,3,NA,NA,NA,NA,NA
g1102339-d14598025,Østerby Badehotel,Denmark,Laesoe Island,NA,#16 of 21 Restaurants in Laesoe Island,"Pizza, European, Danish",NA,NA,"Pizza, European, Danish",NA,N,N,N,5,1,NA,NA,NA,NA,NA
g1102339-d14961597,Majids Pizzaria Læsø,Denmark,Laesoe Island,NA,#21 of 21 Restaurants in Laesoe Island,Pizza,NA,NA,Pizza,NA,N,N,N,2.5,12,NA,NA,NA,NA,NA
g1102339-d17701800,Lerkely Hotel & Restaurant,Denmark,Laesoe Island,NA,#15 of 21 Restaurants in Laesoe Island,NA,NA,NA,NA,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g1102339-d17741167,Hummerens Hus Restaurant,Denmark,Laesoe Island,NA,#6 of 21 Restaurants in Laesoe Island,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4.5,15,NA,NA,NA,NA,NA
g1102339-d17763360,Laeso Antik & Retro,Denmark,Laesoe Island,NA,#9 of 21 Restaurants in Laesoe Island,"Mid-range, Fast food, Danish",€€-€€€,NA,"Danish, Fast food",NA,N,N,N,4,7,NA,NA,NA,NA,NA
g1102339-d3432508,Læsø Marina Park - Sailors Pub,Denmark,Laesoe Island,NA,#8 of 21 Restaurants in Laesoe Island,"Mid-range, Pub, Diner",€€-€€€,NA,"Pub, Diner",NA,N,N,N,4,37,4,4.5,4.5,5,NA
g1102339-d3440162,Havne Caféen,Denmark,Laesoe Island,NA,#10 of 21 Restaurants in Laesoe Island,"Mid-range, Seafood",€€-€€€,NA,Seafood,NA,N,N,N,4,17,4,4.5,4,4,NA
g1102339-d3440330,Restaurant Laerkely,Denmark,Laesoe Island,NA,#3 of 21 Restaurants in Laesoe Island,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4.5,37,4.5,4.5,4.5,NA,NA
g1102339-d3441618,Spegeriet,Denmark,Laesoe Island,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1102339-d3442732,Carlsens Hotel Restaurant,Denmark,Laesoe Island,Certificate of Excellence 2017,#5 of 21 Restaurants in Laesoe Island,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"Scandinavian, Danish, European",NA,N,N,N,4,70,3.5,3.5,3.5,NA,NA
g1102339-d3444056,Restaurant Havnebakken,Denmark,Laesoe Island,"Certificate of Excellence 2019, Certificate of Excellence 2018",#2 of 21 Restaurants in Laesoe Island,"Mid-range, Seafood, European, Scandinavian",€€-€€€,NA,"Seafood, Scandinavian, Danish, European",NA,N,N,N,4,130,4.5,4,4,NA,NA
g1102339-d3444182,Pusterummet,Denmark,Laesoe Island,NA,#20 of 21 Restaurants in Laesoe Island,NA,NA,NA,NA,NA,N,N,N,2.5,2,NA,NA,NA,NA,NA
g1102339-d3445055,Restaurant Bakken,Denmark,Laesoe Island,NA,#13 of 21 Restaurants in Laesoe Island,NA,NA,NA,NA,NA,N,N,N,3.5,52,3.5,3,3,NA,NA
g1102339-d3446093,Grill-Cafeen,Denmark,Laesoe Island,NA,#18 of 21 Restaurants in Laesoe Island,NA,NA,NA,NA,NA,N,N,N,3.5,2,NA,NA,NA,NA,NA
g1102339-d3446446,Lyngfeldts Hotel & Restaurant,Denmark,Laesoe Island,NA,#4 of 21 Restaurants in Laesoe Island,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,45,4,3.5,3.5,NA,NA
g1102339-d3448344,Laeso Seaside Golf Hotel Restaurant,Denmark,Laesoe Island,NA,#17 of 21 Restaurants in Laesoe Island,NA,NA,NA,NA,NA,N,N,N,3.5,3,NA,NA,NA,NA,NA
g1102339-d4420027,Røget Læsø Fjæsing,Denmark,Laesoe Island,NA,#7 of 21 Restaurants in Laesoe Island,"Cheap Eats, Cafe",€,NA,Cafe,NA,N,N,N,3.5,50,4.5,3.5,4,NA,NA
g1102747-d10454160,Fars Kokken,Denmark,Skanderborg,NA,#22 of 26 Restaurants in Skanderborg,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3,13,NA,NA,NA,NA,NA
g1102747-d1124718,Norre Vissing Kro Restaurant,Denmark,Skanderborg,NA,#14 of 26 Restaurants in Skanderborg,"Mid-range, Italian, European, Danish",€€-€€€,€38-€103,"Italian, European, Danish",NA,N,N,N,4,19,4.5,3.5,3.5,NA,NA
g1102747-d1125066,Sophiendal Gods Restaurant,Denmark,Skanderborg,NA,#12 of 26 Restaurants in Skanderborg,"Fine Dining, International, European, Danish",€€€€,€38-€84,"International, European, Danish",NA,N,N,N,4,16,4,3.5,4,NA,NA
g1102747-d11629746,Lagkagehuset,Denmark,Skanderborg,NA,#9 of 26 Restaurants in Skanderborg,"Mid-range, Cafe",€€-€€€,NA,Cafe,NA,N,N,N,4.5,11,NA,NA,NA,NA,NA
g1102747-d12374799,Rong Yu,Denmark,Skanderborg,NA,#8 of 26 Restaurants in Skanderborg,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,22,NA,NA,NA,NA,NA
g1102747-d12438274,The Grill,Denmark,Skanderborg,NA,#24 of 26 Restaurants in Skanderborg,Grill,NA,NA,Grill,NA,N,N,N,2.5,2,NA,NA,NA,NA,NA
g1102747-d12860023,Byens Pizza,Denmark,Skanderborg,NA,#17 of 26 Restaurants in Skanderborg,"Pizza, Grill",NA,NA,"Pizza, Grill",NA,N,N,N,4.5,2,NA,NA,NA,NA,NA
g1102747-d14007625,Helt Ærligt,Denmark,Skanderborg,NA,#11 of 26 Restaurants in Skanderborg,Spanish,NA,NA,Spanish,NA,N,N,N,4,14,NA,NA,NA,NA,NA
g1102747-d15016981,Rstaurante Monarch,Denmark,Skanderborg,NA,#23 of 26 Restaurants in Skanderborg,Diner,NA,NA,Diner,NA,N,N,N,3,2,NA,NA,NA,NA,NA
g1102747-d15606065,Deluxe Pizza & Grill,Denmark,Skanderborg,NA,NA,"Mid-range, Italian, Mexican, Pizza",€€-€€€,€5-€28,"Italian, Mexican, Pizza, Grill, Diner",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1102747-d16667529,Piccolo Pizza,Denmark,Skanderborg,NA,#20 of 26 Restaurants in Skanderborg,Italian,NA,NA,Italian,NA,N,N,N,3,2,NA,NA,NA,NA,NA
g1102747-d17829795,Tebstrup Pizzeria,Denmark,Skanderborg,NA,NA,Mid-range,€€-€€€,€6-€20,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1102747-d18455288,Maria Rosa,Denmark,Skanderborg,NA,#10 of 26 Restaurants in Skanderborg,"Cheap Eats, Italian",€,€7-€27,Italian,NA,N,N,N,4.5,11,NA,NA,NA,NA,NA
g1102747-d19240777,Restaurant Skanderborg Park,Denmark,Skanderborg,NA,#5 of 26 Restaurants in Skanderborg,"Mid-range, Mediterranean, European",€€-€€€,€13-€40,"Mediterranean, European",NA,N,N,N,5,8,5,5,5,NA,NA
g1102747-d20983697,Leth Dining,Denmark,Skanderborg,NA,NA,"Fine Dining, European, Asian, Contemporary",€€€€,€134-€175,"European, Asian, Contemporary, Fusion, Danish",NA,N,N,N,NA,3,NA,NA,NA,NA,NA
g1102747-d21311549,Cafe Noisette,Denmark,Skanderborg,NA,#16 of 26 Restaurants in Skanderborg,French,NA,NA,French,NA,N,N,N,4.5,2,NA,NA,NA,NA,NA
g1102747-d21402048,Bar 8660,Denmark,Skanderborg,NA,#20 of 26 Restaurants in Skanderborg,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,3,1,NA,NA,NA,NA,NA
g1102747-d21504988,San Remo Pizza,Denmark,Skanderborg,NA,NA,Pizza,NA,NA,Pizza,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
g1102747-d2253628,Kafe K,Denmark,Skanderborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017",#2 of 26 Restaurants in Skanderborg,"Mid-range, Cafe, European, Danish",€€-€€€,NA,"Cafe, European, Danish",Vegetarian Friendly,Y,N,N,4,177,4,4,3.5,4,NA
g1102747-d23143929,Kokken & Wokken,Denmark,Skanderborg,NA,#19 of 26 Restaurants in Skanderborg,"Mid-range, Asian, Fusion",€€-€€€,€5-€15,"Asian, Fusion",NA,N,N,N,5,1,NA,NA,NA,NA,NA
g1102747-d3440120,Restaurant Skanderborghus,Denmark,Skanderborg,NA,#13 of 26 Restaurants in Skanderborg,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,3.5,41,3.5,3.5,3,3.5,NA
g1102747-d3441625,Restaurant Vestermolle,Denmark,Skanderborg,NA,#3 of 26 Restaurants in Skanderborg,"Mid-range, European, Contemporary, Diner",€€-€€€,NA,"European, Contemporary, Diner, Scandinavian, Danish",NA,N,N,N,4,66,4,4,4,3.5,NA
g1102747-d3442956,Restaurant Venge Klosterkro,Denmark,Skanderborg,NA,#15 of 26 Restaurants in Skanderborg,NA,NA,NA,NA,NA,N,N,N,4.5,6,4.5,4,4.5,NA,NA
g1102747-d3444273,Restaurant Solyst,Denmark,Skanderborg,NA,#7 of 26 Restaurants in Skanderborg,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,22,4,4.5,4,NA,NA
g1102747-d3450777,Det Lille Roegeri Restaurant,Denmark,Skanderborg,NA,#1 of 26 Restaurants in Skanderborg,"Mid-range, Seafood, European, Scandinavian",€€-€€€,NA,NA,NA,N,N,N,4.5,93,NA,NA,NA,NA,NA
g1102747-d4059753,Tarantini,Denmark,Skanderborg,Certificate of Excellence 2017,#4 of 26 Restaurants in Skanderborg,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,NA,"Italian, Pizza, Mediterranean, European",Vegetarian Friendly,Y,N,N,4,82,4,4,4,3.5,NA
g1102747-d4257386,Rasses Skovpølser,Denmark,Skanderborg,"Travellers' Choice, Certificate of Excellence 2020",#1 of 1 Quick Bite in Skanderborg,"Cheap Eats, Quick Bites, Fast food, European",€,NA,"Fast food, Scandinavian, Danish, European",NA,N,N,N,4,130,4,3.5,4,NA,"minced beef, burger, hot dogs, pickles, forest"
g1102747-d7938210,Walthers Musikcafé,Denmark,Skanderborg,NA,#26 of 26 Restaurants in Skanderborg,Cafe,NA,NA,Cafe,NA,N,N,N,2.5,3,NA,NA,NA,NA,NA
g1102747-d8004496,Winner Burger,Denmark,Skanderborg,NA,#18 of 26 Restaurants in Skanderborg,"American, Barbecue",NA,NA,"American, Barbecue",NA,N,N,N,3.5,6,NA,NA,NA,NA,NA
g1102747-d8417970,Valby Bakke,Denmark,Skanderborg,NA,#6 of 26 Restaurants in Skanderborg,"Mid-range, Bar, Cafe, Mediterranean",€€-€€€,€12-€40,"Bar, Cafe, Mediterranean, European, Pub, Diner, Wine Bar, Danish",NA,N,N,N,4,23,4,4,4,NA,NA
g1102747-d8510333,Eskebæk Pizza,Denmark,Skanderborg,NA,#25 of 26 Restaurants in Skanderborg,Pizza,NA,NA,Pizza,NA,N,N,N,3,6,NA,NA,NA,NA,NA
g1135582-d1136172,Agerskov Kro,Denmark,Agerskov,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016",#1 of 1 Restaurant in Agerskov,"Mid-range, European, Central European, Scandinavian",€€-€€€,NA,"Danish, European, Central European, Scandinavian",Vegetarian Friendly,Y,N,N,4.5,98,5,5,4.5,4.5,NA
g1144052-d1144623,Helnaes Kro,Denmark,Helnaes,NA,#1 of 2 Restaurants in Helnaes,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"Scandinavian, Danish, European",NA,N,N,N,4,69,4.5,4.5,4.5,4.5,NA
g1144052-d14942503,Galleri Langagers café,Denmark,Helnaes,NA,#2 of 2 Restaurants in Helnaes,NA,NA,NA,NA,NA,N,N,N,4,3,NA,NA,NA,NA,NA
g1173292-d11957742,Cafe Stedet,Denmark,Brabrand,NA,#10 of 10 Restaurants in Brabrand,"Cheap Eats, Cafe",€,NA,Cafe,NA,N,N,N,2.5,14,3.5,3.5,3,NA,NA
g1173292-d12125692,Cyprus,Denmark,Brabrand,NA,#4 of 10 Restaurants in Brabrand,Cheap Eats,€,NA,NA,NA,N,N,N,3.5,20,3.5,3.5,3.5,NA,NA
g1173292-d13347229,Metins Grill,Denmark,Brabrand,NA,#1 of 10 Restaurants in Brabrand,"Cheap Eats, Turkish",€,NA,Turkish,NA,N,N,N,4.5,17,4,4.5,4,NA,NA
g1173292-d14902591,Restaurant NO 19,Denmark,Brabrand,NA,NA,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1173292-d15574988,Al-sultan,Denmark,Brabrand,NA,#3 of 10 Restaurants in Brabrand,"Lebanese, Mediterranean",NA,NA,"Lebanese, Mediterranean",NA,N,N,N,5,2,NA,NA,NA,NA,NA
g1173292-d16870330,Europa 2019,Denmark,Brabrand,NA,#6 of 10 Restaurants in Brabrand,European,NA,NA,European,NA,N,N,N,4,2,NA,NA,NA,NA,NA
g1173292-d17548147,Alasala Konditori,Denmark,Brabrand,NA,#8 of 10 Restaurants in Brabrand,"Lebanese, International, Mediterranean, Middle Eastern",NA,NA,"Lebanese, International, Mediterranean, Middle Eastern, Arabic",NA,N,N,N,5,1,NA,NA,NA,NA,NA
g1173292-d17756475,Cafe A,Denmark,Brabrand,NA,#9 of 10 Restaurants in Brabrand,"Bar, Cafe, European, Pub",NA,NA,"Bar, Cafe, European, Pub, Danish",NA,N,N,N,3,1,NA,NA,NA,NA,NA
g1173292-d17756481,Frellsen,Denmark,Brabrand,NA,NA,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1173292-d3442812,Det Rustikke Landkokken,Denmark,Brabrand,NA,#5 of 10 Restaurants in Brabrand,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3.5,12,3,3,3,NA,NA
g1173292-d5003912,Bazar ovn og restaurant,Denmark,Brabrand,NA,#7 of 10 Restaurants in Brabrand,Pizza,NA,NA,Pizza,NA,N,N,N,4,5,NA,NA,NA,NA,NA
g1173292-d9737294,Divan,Denmark,Brabrand,NA,#2 of 10 Restaurants in Brabrand,"Mid-range, Middle Eastern",€€-€€€,NA,Middle Eastern,NA,N,N,N,3.5,13,NA,NA,NA,NA,NA
g1173293-d10140265,Restaurant og Cafe Nielsen,Denmark,Broendby,NA,#5 of 16 Restaurants in Broendby,"Mid-range, European, Danish",€€-€€€,€5-€30,"European, Danish",NA,N,N,N,4,24,4,4,4,NA,NA
g1173293-d10469154,Brøndby,Denmark,Broendby,NA,#14 of 16 Restaurants in Broendby,Fast food,NA,NA,Fast food,NA,N,N,N,3,12,NA,NA,NA,NA,NA
g1173293-d10723536,GoMa Café & Pizzeria,Denmark,Broendby,NA,#15 of 16 Restaurants in Broendby,"Mid-range, Italian, European, Danish",€€-€€€,€7-€40,"Italian, European, Danish",NA,N,N,N,2.5,4,NA,NA,NA,NA,NA
g1173293-d10985588,La Serra,Denmark,Broendby,NA,#12 of 16 Restaurants in Broendby,Pizza,NA,NA,Pizza,NA,N,N,N,3,7,NA,NA,NA,NA,NA
g1173293-d11639504,McDonald’s,Denmark,Broendby,NA,#16 of 16 Restaurants in Broendby,NA,NA,NA,NA,NA,N,N,N,2.5,7,NA,NA,NA,NA,NA
g1173293-d13395042,Manolo Gelato,Denmark,Broendby,NA,#10 of 16 Restaurants in Broendby,"Mid-range, Italian",€€-€€€,€0-€34,Italian,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g1173293-d13597786,Kai Sushi,Denmark,Broendby,NA,#4 of 16 Restaurants in Broendby,"Mid-range, Japanese, Sushi",€€-€€€,€15-€22,"Japanese, Sushi",NA,N,N,N,4,12,NA,NA,NA,NA,NA
g1173293-d13944275,Café bagel,Denmark,Broendby,NA,#8 of 16 Restaurants in Broendby,Cafe,NA,NA,Cafe,NA,N,N,N,4,2,NA,NA,NA,NA,NA
g1173293-d14795199,Engtoftegård Restaurant og Gårdhave,Denmark,Broendby,"Travellers' Choice, Certificate of Excellence 2020",#1 of 16 Restaurants in Broendby,"Mid-range, European, Danish",€€-€€€,€53-€204,"European, Danish",NA,N,N,N,4.5,42,4.5,4.5,4.5,NA,NA
g1173293-d15151227,Købmandsgårdens Pizza House,Denmark,Broendby,NA,#13 of 16 Restaurants in Broendby,Fast food,NA,NA,Fast food,NA,N,N,N,2,1,NA,NA,NA,NA,NA
g1173293-d17613737,San Remo Pizzaria 2,Denmark,Broendby,NA,#9 of 16 Restaurants in Broendby,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,5,1,NA,NA,NA,NA,NA
g1173293-d20015655,Strandcafeen,Denmark,Broendby,NA,#6 of 16 Restaurants in Broendby,"Mid-range, Cafe",€€-€€€,€3-€15,Cafe,NA,N,N,N,5,2,NA,NA,NA,NA,NA
g1173293-d3441622,Restaurant Miro,Denmark,Broendby,NA,#11 of 16 Restaurants in Broendby,NA,NA,NA,NA,NA,N,N,N,3,8,NA,NA,NA,NA,NA
g1173293-d6987844,Gastronomia Italiana Bageri,Denmark,Broendby,NA,#2 of 16 Restaurants in Broendby,"Cheap Eats, Italian",€,NA,Italian,NA,N,N,N,4.5,33,4,4,4,NA,NA
g1173293-d8334759,Bella Mamma,Denmark,Broendby,NA,#7 of 16 Restaurants in Broendby,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,27,4.5,4.5,4.5,NA,NA
g1173293-d8727663,Sixpence,Denmark,Broendby,NA,#3 of 16 Restaurants in Broendby,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,37,4,4.5,4,NA,NA
g1173294-d10035311,Bella Italia,Denmark,Brovst,NA,#3 of 7 Restaurants in Brovst,NA,NA,NA,NA,NA,N,N,N,4,18,4.5,4,4.5,NA,NA
g1173294-d12338569,Strandhuset Tranum,Denmark,Brovst,NA,#1 of 7 Restaurants in Brovst,"Mid-range, Seafood, European, Danish",€€-€€€,€11-€31,"Seafood, European, Danish",NA,N,N,N,5,19,5,5,4.5,NA,NA
g1173294-d17365349,Halvrimmen Bageri,Denmark,Brovst,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g1173294-d3439958,Restaurant Alanya,Denmark,Brovst,NA,#4 of 7 Restaurants in Brovst,Cheap Eats,€,NA,NA,NA,N,N,N,4,13,3.5,3,3.5,NA,NA
g1173294-d3440987,The Cafe at Attrup Harbour,Denmark,Brovst,NA,#2 of 7 Restaurants in Brovst,"Mid-range, European, Scandinavian, Danish",€€-€€€,€3-€40,"European, Scandinavian, Danish",NA,N,N,N,4,48,4.5,4.5,4.5,NA,NA
g1173294-d3442944,Skovsgaard Hotel Restaurant,Denmark,Brovst,NA,#5 of 7 Restaurants in Brovst,NA,NA,NA,NA,NA,N,N,N,4.5,6,NA,NA,NA,NA,NA
g1173294-d3443040,Mexi's Pizza og Restaurant,Denmark,Brovst,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
