Date,Review,Likes On Reviews,User_name
"June 25, 2019","search stopped working for quite a while now. clear cache/data didn't help, uninstall/reinstall didn't help. epic fail.",,User1596
"January 24, 2019",I get logged out instantly every single time that I log in. It gives an error message stating that my account cant be synced. I also can't shop on the mobile website either. Since I prefer to shop online I guess that I will no longer be shopping at IKEA.,1.0,User1497
"January 3, 2019",Loading is sporadic at best. App has only loaded product list maybe 3 of the 7 or 8 times I have tried it. Haven't tried it yet in store but I wonder if product list or barcode recognition would work.,12.0,User106
"December 20, 2018","Can't log in!! - I keep getting the error where its unable to synchronise with my account. Useless!! I've tried uninstalling and reinstalling, still no joy. Fix asap!",39.0,User1902
"July 17, 2019","Was never able to completely log in. I know what my name, I can't control if you accept it or not, but I can control the fact that I'll not be using this app!",,User148
"April 25, 2019",Can't even login to my account. Keep on telling it have wrong email account and/or password. Which is not.,1.0,User389
"February 4, 2019","All I wanted to do was shop through the app instead of online. In order to do that I had to put in my local store, there isn't one, closest one to me is 100 miles away so that's pointless. make it so people can just shop without having a local store.",1.0,User2373
"May 12, 2019",Not a bad app and can be helpful to find things in store and also good for regular Ikea visitors like myself. Shows what offers are on for family members. Down side and main reason for the average rating is the app always logs you out of your account. Absolute pain as I use a very forgettable password. App should really leave you loged or allow fingerprint login.,3.0,User126
"November 1, 2018","For my order I used this app, but it would not allow me to select Norwich as a collection point. In the end I had to go into the store at Norwich and order. Not good.",26.0,User1497
"March 3, 2019",it keeps logging me out and then keeps saying i have the wrong password. However i can log in on the website with the same crdentials.,6.0,User2119
"September 18, 2018",This is one of the worst app I came across.. It will keep ask you to login everytime and also forgot password option is not working. Not sure why such a big furniture showroom is not spending good amount on App.,1.0,User414
"May 19, 2019",most unhelpful retail store app. extremely buggy. selecting store requires you to do the process 2x before the system adopts the selection made. doesn't show purchase list or track orders. please fix!,,User1946
